Id,Source,Target,Type,Weight,SourceLat,SourceLong,TargetLat,TargetLong,EdgeLength,EdgeBearing,TrueEdgeBearing
289,80,79,Directed,1,32.298356,-90.208746,32.298356,-90.209143,122.4297358,-89.99989394,270
290,121,80,Directed,1,32.298569,-90.208746,32.298356,-90.208746,77.71016263,180,180
291,30,83,Directed,1,32.297762,-90.208252,32.297544,-90.208257,79.54873242,-178.8893307,181
292,129,84,Directed,1,32.297186,-90.207893,32.297544,-90.207909,130.7042227,-2.163496198,358
293,9,129,Directed,1,32.297209,-90.208,32.297186,-90.207893,34.04765016,104.2676384,104
294,130,129,Directed,1,32.296764,-90.207823,32.297186,-90.207893,155.4665143,-7.981616278,352
295,8,130,Directed,1,32.296769,-90.207936,32.296764,-90.207823,34.89624536,92.9964488,93
296,82,81,Directed,1,32.295699,-90.207764,32.295839,-90.208515,237.1704976,-77.56317257,282
297,97,130,Directed,1,32.296415,-90.207228,32.296764,-90.207823,223.343147,-55.24281478,305
298,168,97,Directed,1,32.296325,-90.207228,32.296415,-90.207228,32.83489663,0,0
299,26,168,Directed,1,32.296216,-90.207233,32.296325,-90.207228,39.79600963,2.220534339,2
300,97,96,Directed,1,32.296415,-90.207228,32.296415,-90.206788,135.6931401,89.99988245,90
301,92,93,Directed,1,32.298569,-90.207024,32.297544,-90.206975,374.2613735,177.686009,178
302,91,92,Directed,1,32.298569,-90.207973,32.298569,-90.207024,292.6586413,89.99974646,90
303,90,91,Directed,1,32.298283,-90.207962,32.298569,-90.207973,104.3982493,-1.862063394,358
304,28,90,Directed,1,32.298388,-90.208118,32.298283,-90.207962,61.49634615,128.5295449,129
305,121,91,Directed,1,32.298569,-90.208746,32.298569,-90.207973,238.3828043,89.99979348,90
306,84,90,Directed,1,32.297544,-90.207909,32.298283,-90.207962,270.1082026,-3.469144364,357
307,87,85,Directed,1,32.297853,-90.207464,32.297544,-90.207619,122.448754,-157.0225566,203
308,88,87,Directed,1,32.297989,-90.207362,32.297853,-90.207464,58.74808017,-147.6268727,212
309,169,88,Directed,1,32.297998,-90.207458,32.297989,-90.207362,29.78731732,96.32877918,96
310,3,169,Directed,1,32.298125,-90.207469,32.297998,-90.207458,46.45853421,175.8126595,176
311,89,87,Directed,1,32.297989,-90.20756,32.297853,-90.207464,57.77805803,149.1767525,149
312,169,89,Directed,1,32.297998,-90.207458,32.297989,-90.20756,31.62779168,-95.95925671,264
313,86,87,Directed,1,32.297544,-90.207308,32.297853,-90.207464,122.5699258,-23.11008035,337
314,94,93,Directed,1,32.297154,-90.20683,32.297544,-90.206975,149.1471801,-17.44649748,343
315,95,94,Directed,1,32.296751,-90.20683,32.297154,-90.20683,147.0283315,0,0
316,96,95,Directed,1,32.296415,-90.206788,32.296751,-90.20683,123.2669098,-6.031579038,354
317,131,96,Directed,1,32.296415,-90.206621,32.296415,-90.206788,51.50185913,-89.99995539,270
318,16,95,Directed,1,32.296764,-90.206664,32.296751,-90.20683,51.41135275,-95.2930926,265
319,1,94,Directed,1,32.297177,-90.206637,32.297154,-90.20683,60.10805994,-98.02477106,262
320,46,128,Directed,1,32.297662,-90.206058,32.297522,-90.206058,51.07717423,180,180
321,50,113,Directed,1,32.299902,-90.210178,32.299789,-90.210183,41.25523738,-177.8580759,182
322,39,111,Directed,1,32.299394,-90.210264,32.299403,-90.210441,54.68255626,-86.55744679,273
323,51,118,Directed,1,32.299063,-90.21095,32.298982,-90.211106,56.46078109,-121.5614208,238
324,20,103,Directed,1,32.298388,-90.210881,32.298333,-90.211106,72.23000285,-106.1292023,254
325,127,119,Directed,1,32.299594,-90.211106,32.299204,-90.211106,142.2856886,180,180
326,126,127,Directed,1,32.300337,-90.211106,32.299594,-90.211106,271.0725605,180,180
327,124,126,Directed,1,32.300337,-90.20756,32.300337,-90.211106,1093.516047,-89.99905258,270
328,125,124,Directed,1,32.300533,-90.207582,32.300337,-90.20756,71.82859473,174.5802301,175
329,52,125,Directed,1,32.300533,-90.207415,32.300533,-90.207582,51.49809121,-89.99995538,270
330,123,124,Directed,1,32.300337,-90.205747,32.300337,-90.20756,559.0932415,-89.99951561,270
331,177,128,Directed,1,32.297572,-90.205682,32.297522,-90.206058,117.3804966,-98.94029728,261
332,178,177,Directed,1,32.297603,-90.2055,32.297572,-90.205682,57.25597041,-101.3928158,259
333,41,178,Directed,1,32.297667,-90.205318,32.297603,-90.2055,60.79020686,-112.5878544,247
334,122,177,Directed,1,32.298569,-90.205704,32.297572,-90.205682,363.8040892,178.9314307,179
335,123,122,Directed,1,32.300337,-90.205747,32.298569,-90.205704,645.165024,178.8222699,179
336,176,122,Directed,1,32.298569,-90.205962,32.298569,-90.205704,79.56397695,89.99993107,90
337,175,176,Directed,1,32.298796,-90.205967,32.298569,-90.205962,82.83204443,178.9333677,179
338,15,175,Directed,1,32.298887,-90.20601,32.298796,-90.205967,35.75183741,158.2275023,158
339,92,176,Directed,1,32.298569,-90.207024,32.298569,-90.205962,327.5063283,89.99971627,90
340,138,177,Directed,1,32.297399,-90.205817,32.297572,-90.205682,75.61111587,33.40943407,33
341,139,138,Directed,1,32.29705,-90.205817,32.297399,-90.205817,127.3276032,0,0
342,137,139,Directed,1,32.296415,-90.205817,32.29705,-90.205817,231.6703297,0,0
343,140,137,Directed,1,32.296039,-90.205817,32.296415,-90.205817,137.1779881,0,0
344,179,178,Directed,1,32.297372,-90.205538,32.297603,-90.2055,85.08777346,7.916279221,8
345,147,179,Directed,1,32.297059,-90.205538,32.297372,-90.205538,114.1937678,0,0
346,147,139,Directed,1,32.297059,-90.205538,32.29705,-90.205817,86.10396729,-92.18539557,268
347,141,137,Directed,1,32.296415,-90.205538,32.296415,-90.205817,86.04196968,-89.99992547,270
348,141,147,Directed,1,32.296415,-90.205538,32.297059,-90.205538,234.9539196,0,0
349,134,137,Directed,1,32.296415,-90.20608,32.296415,-90.205817,81.10745782,89.99992974,90
350,54,134,Directed,1,32.296275,-90.20609,32.296415,-90.20608,51.16921979,3.455223299,3
351,170,141,Directed,1,32.296415,-90.205312,32.296415,-90.205538,69.69719847,-89.99993962,270
352,142,147,Directed,1,32.297041,-90.204508,32.297059,-90.205538,317.7109586,-88.81534595,271
353,171,142,Directed,1,32.296955,-90.204341,32.297041,-90.204508,60.3062747,-58.64921861,301
354,17,171,Directed,1,32.29695,-90.204181,32.296955,-90.204341,49.37629495,-87.88272232,272
355,143,171,Directed,1,32.296778,-90.204481,32.296955,-90.204341,77.67956746,33.76632504,34
356,144,143,Directed,1,32.296048,-90.204438,32.296778,-90.204481,266.6595594,-2.850469582,357
357,146,141,Directed,1,32.296043,-90.205538,32.296415,-90.205538,135.7185212,0,0
358,144,146,Directed,1,32.296048,-90.204438,32.296043,-90.205538,339.239214,-90.30780178,270
359,146,140,Directed,1,32.296043,-90.205538,32.296039,-90.205817,86.05437278,-90.97161282,269
360,134,131,Directed,1,32.296415,-90.20608,32.296415,-90.206621,166.8409064,-89.99985547,270
361,132,131,Directed,1,32.295889,-90.206632,32.296415,-90.206621,191.9334568,1.01272791,1
362,135,132,Directed,1,32.295794,-90.206514,32.295889,-90.206632,50.25469263,-46.39585072,314
363,136,135,Directed,1,32.295826,-90.20624,32.295794,-90.206514,85.30301434,-97.86621648,262
364,22,136,Directed,1,32.295794,-90.206133,32.295826,-90.20624,35.00312538,-70.51631497,289
365,133,132,Directed,1,32.295649,-90.206766,32.295889,-90.206632,96.82278008,25.2653951,25
366,34,133,Directed,1,32.295613,-90.206734,32.295649,-90.206766,16.43221619,-36.92046173,323
367,133,82,Directed,1,32.295649,-90.206766,32.295699,-90.207764,308.319463,-86.60783878,273
368,148,146,Directed,1,32.295304,-90.20476,32.296043,-90.205538,360.9136567,-41.66606675,318
369,145,148,Directed,1,32.2953,-90.204502,32.295304,-90.20476,79.57982817,-88.94917852,271
370,154,145,Directed,1,32.295322,-90.204116,32.2953,-90.204502,119.3120193,-93.85723273,266
371,172,154,Directed,1,32.29525,-90.204095,32.295322,-90.204116,27.05634693,-13.84991083,346
372,53,172,Directed,1,32.295127,-90.204079,32.29525,-90.204095,45.14623675,-6.274950267,354
373,149,148,Directed,1,32.294665,-90.204824,32.295304,-90.20476,233.9636458,4.839283452,5
374,151,149,Directed,1,32.294411,-90.204819,32.294665,-90.204824,92.68077884,-0.953313322,359
375,152,151,Directed,1,32.294139,-90.204808,32.294411,-90.204819,99.29344634,-1.957921868,358
376,153,152,Directed,1,32.294139,-90.203923,32.294139,-90.204808,272.9352515,-89.99976359,270
377,49,153,Directed,1,32.29418,-90.203639,32.294139,-90.203923,88.85400997,-99.6916021,260
378,47,151,Directed,1,32.294447,-90.204701,32.294411,-90.204819,38.68835612,-109.8451414,250
379,150,149,Directed,1,32.294669,-90.205141,32.294665,-90.204824,97.77408906,90.85512832,91
380,36,150,Directed,1,32.294511,-90.205146,32.294669,-90.205141,57.66459705,1.532317609,2
381,145,144,Directed,1,32.2953,-90.204502,32.296048,-90.204438,273.6094819,4.136715502,4
382,155,154,Directed,1,32.295309,-90.203794,32.295322,-90.204116,99.41746615,-87.26548588,273
383,156,155,Directed,1,32.295381,-90.203456,32.295309,-90.203794,107.4967707,-104.1440061,256
384,158,156,Directed,1,32.295477,-90.203306,32.295381,-90.203456,58.02271099,-127.1301849,233
385,157,158,Directed,1,32.294647,-90.201707,32.295477,-90.203306,578.6809659,-58.44692184,302
386,25,157,Directed,1,32.294552,-90.201686,32.294647,-90.201707,35.25721484,-10.58413779,349
387,159,157,Directed,1,32.295046,-90.201568,32.294647,-90.201707,151.7499881,-163.5912427,196
388,10,159,Directed,1,32.295046,-90.201235,32.295046,-90.201568,102.6961846,-89.99991104,270
389,174,159,Directed,1,32.295604,-90.201568,32.295046,-90.201568,203.5779605,180,180
390,6,174,Directed,1,32.295604,-90.201455,32.295604,-90.201568,34.84894725,-89.99996981,270
391,173,174,Directed,1,32.295821,-90.201568,32.295604,-90.201568,79.16911606,180,180
392,7,173,Directed,1,32.295821,-90.201783,32.295821,-90.201568,66.30424903,89.99994256,90
393,160,173,Directed,1,32.296161,-90.201568,32.295821,-90.201568,124.043696,180,180
394,11,160,Directed,1,32.296161,-90.201654,32.296161,-90.201568,26.5221386,89.99997703,90
395,112,127,Directed,1,32.299594,-90.210645,32.299594,-90.211106,142.1642593,-89.99987683,270
396,111,112,Directed,1,32.299403,-90.210441,32.299594,-90.210645,93.88005143,-42.07559766,318
397,110,111,Directed,1,32.299204,-90.210628,32.299403,-90.210441,92.7184582,38.45997385,38
398,119,110,Directed,1,32.299204,-90.211106,32.299204,-90.210628,147.4079437,89.99987229,90
399,113,112,Directed,1,32.299789,-90.210183,32.299594,-90.210645,159.2474148,-116.5348543,243
400,114,113,Directed,1,32.299598,-90.209776,32.299789,-90.210183,143.5578735,-60.96103737,299
401,115,110,Directed,1,32.298728,-90.210221,32.299204,-90.210628,214.2702641,-35.85713517,324
402,115,116,Directed,1,32.298728,-90.210221,32.298728,-90.211106,272.9213873,-89.99976356,270
403,117,115,Directed,1,32.298569,-90.210232,32.298728,-90.210221,58.10876406,3.346734253,3
404,120,117,Directed,1,32.298569,-90.209813,32.298569,-90.210232,129.2144386,-89.99988806,270
405,121,120,Directed,1,32.298569,-90.208746,32.298569,-90.209813,329.0480911,-89.99971493,270
406,115,114,Directed,1,32.298728,-90.210221,32.299598,-90.209776,345.8024515,23.38115023,23
407,33,96,Directed,1,32.296306,-90.206782,32.296415,-90.206788,39.80941655,-2.66405197,357
408,35,82,Directed,1,32.295554,-90.207758,32.295699,-90.207764,52.93350019,-2.003275718,358
409,21,170,Directed,1,32.296415,-90.205189,32.296415,-90.205312,37.93238174,-89.99996714,270
